Description,CRCItemID,ERMaterials,LeadTime,PartsPerUnit,CostPerFactor,DLCostPerFactor,EstimatePerFactor,UseBy,OrderBY,PressFactor,CollatorFactor,OfflineFactor,ProdType,ItemType,ReportType,Color,Size,SubWT,ReOrderPoint,Cycle,PVGLCode,PRGLCode,ReqReport,Vendor_ItemID,Vendor_qty,DateLastPriceChange,LastPriceChangePO,Valueation,New_Item_Type,Old_Item_Type,BidID,CostingLink,Inventoryable
"CFB 14.0# WHT 11 5/8                              ","8212013521  ",T,1,0.01125,1.4845,0.00,1.3928,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","11 5/8    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10921       ",345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 12 1/4                              ","8212013531  ",T,1,0.01125,1.4845,0.00,1.4845,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","12 1/4    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10926       ",363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 14 7/8                              ","8212013541  ",T,1,0.01125,1.4165,0.00,1.3928,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","14 7/8    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10889       ",441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 15 1/2                              ","8212013551  ",T,1,0.01125,1.4165,0.00,1.3928,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","15 1/2    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10881       ",460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 17 1/2                              ","8212013561  ",T,1,0.01125,1.4165,0.00,1.3928,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","17 1/2    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10920       ",519,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 19                                  ","8212013571  ",T,1,0.01125,1.4165,0.00,1.3928,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","19        ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10927       ",565,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 19 3/4                              ","            ",T,1,1,1.4165,0.00,1.3516,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","19 3/4    ","14        ",-1," ","40100-2-30          ","40100-1-30          ",T,"10884       ",586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 9 1/2                               ","8212013501  ",T,1,0.01125,1.4845,0.00,1.4845,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","9 1/2     ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10924       ",282,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.0# WHT 9 7/8                               ","8212013511  ",T,1,0.01125,1.4845,0.00,1.4845,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","WHT ","9 7/8     ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10925       ",345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
"CFB 14.5# BLU 11 5/8                              ","8212013001  ",T,1,0.01125,1.3663,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","11 5/8    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"217181      ",345,2013-04-10 12:42:22.533,"2-052276  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# BLU 12 1/4                              ","8212013011  ",T,1,0.01125,1.3663,0.00,1.4834,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","12 1/4    ","14.0      ",0," ","40100-2-30          ","40100-1-30          ",T,"217174      ",363,2013-06-28 08:20:47.353,"2-052367  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# BLU 15 1/2                              ","8212013031  ",T,1,0.01125,1.3663,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","15 1/2    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"217176      ",460,2012-10-24 12:13:52.107,"2-051561  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# BLU 17 1/2                              ","8212013041  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","17 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,7556  203573,595,NULL,NULL,NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# BLU 19                                  ","8212013061  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","19        ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,3848  203573,646,2012-01-03 18:25:22.360,"2-051786  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# BLU 7 3/8                               ","8212012970  ",T,1,0,1.5547,0.00,1.2179,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","7 3/8     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"            ",300,NULL,NULL,NULL,"CFB   ","CFB       ",NULL,NULL,1
"CFB 14.5# BLU 9 1/2                               ","8212012981  ",T,1,0.01125,1.3663,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","9 1/2     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"217179      ",282,2013-08-14 09:58:22.223,"2-052410  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# BLU 9 7/8                               ","8212012991  ",T,1,0.01125,1.3663,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","BLU ","9 7/8     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"217276      ",293,2012-12-29 14:39:34.820,"2-052061  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 11 5/8                              ","8212013101  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","11 5/8    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10803       ",345,2013-08-26 13:30:10.507,"2-052453  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 12 1/4                              ","8212013111  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","12 1/4    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10830       ",363,2013-07-25 08:57:33.457,"2-052390  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 14 7/8                              ","8212013121  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","14 7/8    ","14        ",0," ","40100-2-30          ","40100-1-30          ",T,"10806       ",460,2013-08-26 13:30:10.860,"2-052453  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 15 1/2                              ","8212013131  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","15 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10842       ",460,2013-08-30 12:36:55.757,"2-052473  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 17 1/2                              ","8212013141  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","17 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10832       ",519,2012-02-20 11:33:03.677,"2-051223  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 19                                  ","8212013151  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","19        ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10836       ",563,2013-01-29 12:24:39.650,"2-052190  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 23 1/4                              ","8212013182  ",T,1,0.0125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","23 1/4    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10829       ",689,2012-10-29 09:05:58.657,"2-052100  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 24 1/2                              ","8212013183  ",T,1,0.0125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","24 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10805       ",726,NULL,NULL,NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 9 1/2                               ","8212013081  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","9 1/2     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10834       ",282,2013-08-26 13:30:10.680,"2-052453  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# CAN 9 7/8                               ","8212013091  ",T,1,0.01125,1.3663,0.00,1.4181,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","CAN ","9 7/8     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"10835       ",293,2013-08-30 12:36:56.847,"2-052473  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRD 11 5/8                              ","8212013241  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","11 5/8    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,1566  203573,297,2013-05-22 10:12:21.820,"2-052335  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRD 12 1/4                              ","8212013251  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","12 1/4    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,1568  203573,313,2013-04-18 06:39:50.927,"2-052290  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRD 15 1/2                              ","8212013271  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","15 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,7558  203573,389,2012-12-20 16:05:42.903,"2-052157  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRD 17 1/2                              ","8212013281  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","17 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,"            ",549,2013-08-22 10:18:12.800,"2-052186  ",NULL,"CFB   ","CFB       ",NULL,NULL,1
"CFB 14.5# GRD 19                                  ","8212013291  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","19        ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,3864  203573,646,2013-01-21 15:52:19.187,"2-052185  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRD 9 1/2                               ","8212013221  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","9 1/2     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,1564  203573,298,2013-07-31 09:36:10.653,"2-052396  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRD 9 7/8                               ","8212013231  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRD ","9 7/8     ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,0930  203573,336,2013-07-31 09:36:07.383,"2-052396  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRN 11 5/8                              ","8212013331  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRN ","11 5/8    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,1554  203573,368,2013-05-22 10:12:22.907,"2-052335  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRN 12 1/4                              ","8212013341  ",T,1,0.01125,1.5006,0.00,1.5006,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRN ","12 1/4    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,1556  203573,363,2013-04-18 06:40:06.250,"2-052290  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRN 15 1/2                              ","8212013361  ",T,1,0.01125,1.5006,0.00,1.5006,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRN ","15 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,7547  203573,527,2013-07-25 08:56:50.803,"2-052390  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRN 17 1/2                              ","8212013371  ",T,12,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRN ","17 1/2    ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,7546  203573,595,2012-12-29 14:37:58.033,"2-051387  ",NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRN 19                                  ","8212013381  ",T,1,0.01125,1.5547,0.00,1.4487,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRN ","19        ","14.5      ",0," ","40100-2-30          ","40100-1-30          ",T,3856  203573,646,NULL,NULL,NULL,"CFB   ","CFB       ","186913    ",NULL,1
"CFB 14.5# GRN 22 1/4                              ","            ",F,0,1,1.5494,0.00,1.00,"LB        ","LB        ",0,0,0,"ROLL  ","CFB   ","CRBNLS    ","GRN ","22        ","14.5      ",-1," ","40100-2-30          ","40100-1-30          ",T,"            ",481,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
